Time,Open,High,Low,Last,Change,Volume
06/23/17,43.02,43.25,42.86,43.21,1.16,559000
06/22/17,41.9,42.1,41.9,42.05,0.435,346400
06/21/17,41.64,41.75,41.44,41.615,-0.067299999999996,370300
06/20/17,41.7,41.91,41.62,41.6823,0.1573,334100
06/19/17,41.535,41.619,41.3801,41.525,1.035,418800
06/16/17,40.585,40.69,40.45,40.49,-0.059999999999995,326900
06/15/17,40.885,40.91,40.45,40.55,0.925,1045100
06/14/17,39.745,39.8,39.54,39.625,0.375,450600
06/13/17,38.48,39.8,38.41,39.25,0.62,1613400
06/12/17,38.43,38.63,38.04,38.63,0.2,493500
06/09/17,39.38,39.74,37.96,38.43,-0.67,1450700
06/08/17,38.9,39.1,38.568,39.1,0.19,686000
06/07/17,39.13,39.22,38.9,38.91,-1.3,865500
06/06/17,39.48,40.36,39.23,40.21,1.125,1789500
06/05/17,38.8,39.1,38.75,39.085,1.247,570900
06/02/17,37.4601,37.84,37.46,37.838,0.768,361000
06/01/17,37.325,37.4,36.92,37.07,-0.76,1127300
05/31/17,38.05,38.09,37.75,37.83,-0.35,315600
05/30/17,37.8,38.39,37.8,38.18,0.63,611600
05/26/17,37.605,37.61,37.3,37.55,1.6,584000
05/25/17,35.62,36.08,35.62,35.95,0.40000000000001,364400
05/24/17,35.33,35.65,35.33,35.55,0.76,286900
05/23/17,34.445,34.85,34.39,34.79,0.5,382400
05/22/17,34.23,34.36,34.09,34.29,0.14,225700
05/19/17,34.08,34.19,33.9,34.15,0.11,255200
05/18/17,34,34.07,33.74,34.04,0.6,706400
05/17/17,33.82,33.9,33.21,33.44,0.41,893800
05/16/17,33.025,33.14,32.9,33.03,0.22,410900
05/15/17,32.825,32.9,32.69,32.81,0.435,239800
05/12/17,32.44,32.51,32.32,32.375,-0.015000000000001,148000
05/11/17,32.365,32.42,32.24,32.39,-0.034999999999997,293300
05/10/17,32.385,32.45,32.22,32.425,0.69,514200
05/09/17,31.645,31.82,31.52,31.735,-0.315,450300
05/08/17,31.95,32.06,31.91,32.05,-0.19,280300
05/05/17,31.67,32.24,31.65,32.24,0.57,723300
05/04/17,31.555,31.68,31.55,31.67,0.085000000000001,198300
05/03/17,31.55,31.6,31.5,31.585,0.025000000000002,187200
05/02/17,31.59,31.64,31.5,31.56,-0.09,333500
