score_phrase,title,url,release_date,platform,score,genre,editors_choice
Good,Sundered,http://www.ign.com/articles/2017/07/27/sundered-review,27-Jul-17,PlayStation 4,7.8,Adventure,N
Okay,Hey! Pikmin,http://www.ign.com/articles/2017/07/26/hey-pikmin-review,26-Jul-17,Nintendo 3DS,6.8,Platformer,N
Amazing,Pyre,http://www.ign.com/articles/2017/07/24/pyre-review,25-Jul-17,PlayStation 4,9.7,RPG,Y
Amazing,Pyre,http://www.ign.com/articles/2017/07/24/pyre-review,25-Jul-17,PC,9.7,RPG,Y
Great,Splatoon 2,http://www.ign.com/articles/2017/07/24/splatoon-2-review,24-Jul-17,Nintendo Switch,8.3,Shooter,N
Okay,Black The Fall,http://www.ign.com/articles/2017/07/20/black-the-fall-review,20-Jul-17,PC,6.5,"Action, Platformer",N
Okay,Black The Fall,http://www.ign.com/articles/2017/07/20/black-the-fall-review,20-Jul-17,PlayStation 4,6.5,"Action, Platformer",N
Great,New Nintendo 2DS XL,http://www.ign.com/articles/2017/07/13/new-nintendo-2ds-xl-review,14-Jul-17,New Nintendo 2DS XL,8,Hardware,N
Great,Final Fantasy XII: The Zodiac Age,http://www.ign.com/articles/2017/07/10/final-fantasy-xii-the-zodiac-age-review,10-Jul-17,PlayStation 4,8.8,RPG,N
Good,Elite: Dangerous,http://www.ign.com/articles/2017/07/07/elite-dangerous-ps4-review,7-Jul-17,PlayStation 4,7.5,Action,N
Great,Diablo III: The Rise of the Necromancer,http://www.ign.com/articles/2017/07/07/diablo-3-rise-of-the-necromancer-review,7-Jul-17,PC,8.5,"Action, RPG",N
Great,The Legend of Zelda: Breath of the Wild -- Expansion Pass DLC #1 -- The Master Trials,http://www.ign.com/articles/2017/07/03/the-legend-of-zelda-breath-of-the-wild-the-master-trials-dlc-review,3-Jul-17,Nintendo Switch,8,Adventure,N
Amazing,Final Fantasy XIV Online: Stormblood,http://www.ign.com/articles/2017/06/29/final-fantasy-xiv-stormblood-review,30-Jun-17,PC,9.2,RPG,N
Great,Crash Bandicoot N. Sane Trilogy,http://www.ign.com/articles/2017/06/29/crash-bandicoot-n-sane-trilogy-review,29-Jun-17,PlayStation 4,8.5,Platformer,N
Great,Ever Oasis,http://www.ign.com/articles/2017/06/27/ever-oasis-review,28-Jun-17,Nintendo 3DS,8.9,RPG,N
Good,Life is Strange: Before the Storm -- Episode 1,http://www.ign.com/articles/2017/09/05/life-is-strange-before-the-storm-episode-1-awake-review,5-Sep-17,PC,7.5,Adventure,N
Good,Knack 2,http://www.ign.com/articles/2017/09/05/knack-2-review,5-Sep-17,PlayStation 4,7.2,Action,N
Good,ARK: Survival Evolved,http://www.ign.com/articles/2017/09/01/ark-survival-evolved-review,1-Sep-17,PC,7.7,Adventure,N
Good,Gigantic,http://www.ign.com/articles/2017/08/30/gigantic-review,30-Aug-17,Xbox One,7.5,Strategy,N
Good,Absolver,http://www.ign.com/articles/2017/08/29/absolver-review,29-Aug-17,PC,7.6,Action,N
Good,Mario + Rabbids Kingdom Battle,http://www.ign.com/articles/2017/08/28/mario-rabbids-kingdom-battle-review,28-Aug-17,Nintendo Switch,7.7,Strategy,N
Great,F1 2017,http://www.ign.com/articles/2017/08/24/f1-2017-review,25-Aug-17,PC,8.9,,Y
Great,F1 2017,http://www.ign.com/articles/2017/08/24/f1-2017-review,25-Aug-17,PlayStation 4,8.9,,Y
Great,XCOM 2: War of the Chosen,http://www.ign.com/articles/2017/08/24/xcom-2-war-of-the-chosen-review,24-Aug-17,PC,8.8,Strategy,Y
Great,Madden NFL 18,http://www.ign.com/articles/2017/08/23/madden-nfl-18-review,23-Aug-17,PlayStation 4,8.6,Sports,N
Great,Madden NFL 18,http://www.ign.com/articles/2017/08/23/madden-nfl-18-review,23-Aug-17,Xbox One,8.6,Sports,N
Okay,Marvel's Guardians of the Galaxy -- Episode 3: More than a Feeling,http://www.ign.com/articles/2017/08/22/marvels-guardians-of-the-galaxy-the-telltale-series-episode-3-more-than-a-feeling-review,23-Aug-17,PC,6.8,Adventure,N
Good,Yakuza Kiwami,http://www.ign.com/articles/2017/08/21/yakuza-kiwami-review,21-Aug-17,PlayStation 4,7.9,Action,N
Amazing,StarCraft Remastered,http://www.ign.com/articles/2017/08/18/starcraft-remastered-review,19-Aug-17,PC,9,Strategy,Y
Good,Uncharted: The Lost Legacy,http://www.ign.com/articles/2017/08/16/uncharted-the-lost-legacy-review,17-Aug-17,PlayStation 4,7.5,Action,N
Good,LawBreakers,http://www.ign.com/articles/2017/08/10/lawbreakers-review-in-progress,15-Aug-17,PC,7.9,Shooter,N
Good,LawBreakers,http://www.ign.com/articles/2017/08/10/lawbreakers-review-in-progress,15-Aug-17,PlayStation 4,7.9,Shooter,N
Masterpiece,Undertale,http://www.ign.com/articles/2017/08/15/undertale-review,15-Aug-17,PC,10,RPG,Y
Masterpiece,Undertale,http://www.ign.com/articles/2017/08/15/undertale-review,15-Aug-17,PlayStation 4,10,RPG,Y
Masterpiece,Undertale,http://www.ign.com/articles/2017/08/15/undertale-review,15-Aug-17,Macintosh,10,RPG,Y
Good,Agents of Mayhem,http://www.ign.com/articles/2017/08/15/agents-of-mayhem-review,15-Aug-17,PlayStation 4,7.1,Action,N
Good,Agents of Mayhem,http://www.ign.com/articles/2017/08/15/agents-of-mayhem-review,15-Aug-17,PC,7.1,Action,N
Good,Matterfall,http://www.ign.com/articles/2017/08/14/matterfall-review,15-Aug-17,PlayStation 4,7,Shooter,N
Great,Sonic Mania,http://www.ign.com/articles/2017/08/14/sonic-mania-review,14-Aug-17,PlayStation 4,8.7,Platformer,N
Great,Nidhogg 2,http://www.ign.com/articles/2017/08/14/nidhogg-2-review,14-Aug-17,PC,8,Fighting,N
Great,SteamWorld Dig 2,http://www.ign.com/articles/2017/09/21/steamworld-dig-2-review,21-Sep-17,Nintendo Switch,8.8,Action,Y
Great,SteamWorld Dig 2,http://www.ign.com/articles/2017/09/21/steamworld-dig-2-review,21-Sep-17,PlayStation Vita,8.8,Action,Y
Great,FIFA 18,http://www.ign.com/articles/2017/09/21/fifa-18-review,21-Sep-17,PC,8.1,Sports,N
Great,FIFA 18,http://www.ign.com/articles/2017/09/20/fifa-18-review,21-Sep-17,PlayStation 4,8.1,Sports,N
Great,FIFA 18,http://www.ign.com/articles/2017/09/20/fifa-18-review,21-Sep-17,Xbox One,8.1,Sports,N
Great,Pokken Tournament DX,http://www.ign.com/articles/2017/09/20/pokken-tournament-dx-review,21-Sep-17,Nintendo Switch,8,Fighting,N
Okay,Minecraft: New Nintendo 3DS Edition,http://www.ign.com/articles/2017/09/20/minecraft-new-nintendo-3ds-edition-review,20-Sep-17,New Nintendo 3DS,6.5,Action,N
Great,NBA 2K18,http://www.ign.com/articles/2017/09/19/nba-2k18-review,20-Sep-17,PlayStation 4,8.4,Sports,N
Okay,NBA Live 18,http://www.ign.com/articles/2017/09/19/nba-live-18-review,19-Sep-17,PlayStation 4,6.5,Sports,N
Good,Marvel vs Capcom Infinite,http://www.ign.com/articles/2017/09/18/marvel-vs-capcom-infinite-review,18-Sep-17,PlayStation 4,7.7,Fighting,N
Amazing,Project CARS 2,http://www.ign.com/articles/2017/09/18/project-cars-2-review,18-Sep-17,PlayStation 4,9.2,Racing,Y
Amazing,Project CARS 2,http://www.ign.com/articles/2017/09/18/project-cars-2-review,18-Sep-17,PC,9.2,Racing,Y
Amazing,Project CARS 2,http://www.ign.com/articles/2017/09/18/project-cars-2-review,18-Sep-17,Xbox One,9.2,Racing,Y
Great,Dishonored: Death of the Outsider,http://www.ign.com/articles/2017/09/16/dishonored-death-of-the-outsider-review,16-Sep-17,Xbox One,8.4,Action,N
Great,Dishonored: Death of the Outsider,http://www.ign.com/articles/2017/09/16/dishonored-death-of-the-outsider-review,16-Sep-17,PC,8.4,Action,N
Great,Dishonored: Death of the Outsider,http://www.ign.com/articles/2017/09/16/dishonored-death-of-the-outsider-review,16-Sep-17,PlayStation 4,8.4,Action,N
Great,Destiny 2,http://www.ign.com/articles/2017/09/15/destiny-2-review,15-Sep-17,PC,8.5,Shooter,N
Great,Destiny 2,http://www.ign.com/articles/2017/09/15/destiny-2-review,15-Sep-17,Xbox One,8.5,Shooter,N
Great,Destiny 2,http://www.ign.com/articles/2017/09/15/destiny-2-review,15-Sep-17,PlayStation 4,8.5,Shooter,N
Good,NHL 18,http://www.ign.com/articles/2017/09/14/nhl-18-review,15-Sep-17,Xbox One,7.4,Sports,N
Great,Metroid: Samus Returns,http://www.ign.com/articles/2017/09/12/metroid-samus-returns-review,12-Sep-17,Nintendo 3DS,8.5,Action,N
Amazing,Pro Evolution Soccer 2018,http://www.ign.com/articles/2017/09/11/pes-2018-review,11-Sep-17,PlayStation 4,9.2,Sports,N
Great,Monster Hunter Stories,http://www.ign.com/articles/2017/09/08/monster-hunter-stories-review,8-Sep-17,Nintendo 3DS,8.9,RPG,N
Great,Pillars of Eternity: Complete Edition,http://www.ign.com/articles/2017/09/05/pillars-of-eternity-complete-edition-review,5-Sep-17,PlayStation 4,8.5,RPG,Y
Great,Pillars of Eternity: Complete Edition,http://www.ign.com/articles/2017/09/05/pillars-of-eternity-complete-edition-review,5-Sep-17,Xbox One,8.5,RPG,Y
Great,The Evil Within 2,http://www.ign.com/articles/2017/10/12/the-evil-within-2-review,13-Oct-17,Xbox One,8,Adventure,N
Great,Marvel's Guardians of the Galaxy -- Episode 4: Who Needs You,http://www.ign.com/articles/2017/10/10/marvels-guardians-of-the-galaxy-the-telltale-series-episode-4-who-needs-you-review,10-Oct-17,PC,8.6,Adventure,N
Mediocre,FIFA 18 [Nintendo Switch],http://www.ign.com/articles/2017/10/10/fifa-18-switch-review,10-Oct-17,Nintendo Switch,5.5,Sports,N
Amazing,Middle-earth: Shadow of War,http://www.ign.com/articles/2017/10/05/middle-earth-shadow-of-war-review,5-Oct-17,PlayStation 4,9,"Action, Adventure",N
Amazing,Middle-earth: Shadow of War,http://www.ign.com/articles/2017/10/05/middle-earth-shadow-of-war-review,5-Oct-17,Xbox One,9,"Action, Adventure",N
Amazing,Middle-earth: Shadow of War,http://www.ign.com/articles/2017/10/05/middle-earth-shadow-of-war-review,5-Oct-17,PC,9,"Action, Adventure",N
Mediocre,Batman: The Enemy Within -- Episode 2: The Pact,http://www.ign.com/articles/2017/10/04/telltales-batman-the-enemy-within-episode-2-a-the-pact-review,4-Oct-17,PC,5,Adventure,N
Mediocre,Road Redemption,http://www.ign.com/articles/2017/10/04/road-redemption-review,4-Oct-17,PC,5.7,"Racing, Action",N
Great,Battle Chasers: Nightwar,http://www.ign.com/articles/2017/10/03/battle-chasers-nightwar-review,3-Oct-17,PC,8,RPG,N
Good,Golf Story,http://www.ign.com/articles/2017/10/03/golf-story-review,3-Oct-17,Nintendo Switch,7.5,"Sports, RPG",N
Great,Cuphead,http://www.ign.com/articles/2017/10/02/cuphead-review,2-Oct-17,Xbox One,8.8,Shooter,N
Amazing,Forza Motorsport 7,http://www.ign.com/articles/2017/09/30/forza-motorsport-7-review,30-Sep-17,PC,9.2,Racing,Y
Amazing,Forza Motorsport 7,http://www.ign.com/articles/2017/09/30/forza-motorsport-7-review,30-Sep-17,Xbox One,9.2,Racing,Y
Great,iPhone 8,http://www.ign.com/articles/2017/09/30/iphone-8-review,30-Sep-17,iPhone,8,Hardware,N
Good,Hob,http://www.ign.com/articles/2017/09/28/hob-review,28-Sep-17,PC,7.8,Adventure,N
Mediocre,Star Fox 2,http://www.ign.com/articles/2017/09/27/star-fox-2-review,27-Sep-17,Super NES,5,"Flight, Action",N
Great,Super Nintendo Entertainment System: Super NES Classic Edition,http://www.ign.com/articles/2017/09/27/snes-classic-edition-review,27-Sep-17,TV game systems,8.5,Compilation,N
Okay,Ruiner,http://www.ign.com/articles/2017/09/26/ruiner-review,26-Sep-17,PC,6,Shooter,N
Okay,Ruiner,http://www.ign.com/articles/2017/09/26/ruiner-review,26-Sep-17,PlayStation 4,6,Shooter,N
Amazing,Total War: Warhammer II,http://www.ign.com/articles/2017/09/25/total-war-warhammer-2-review,25-Sep-17,PC,9.1,Strategy,Y
Great,Danganronpa V3: Killing Harmony,http://www.ign.com/articles/2017/09/22/danganronpa-v3-review,23-Sep-17,PlayStation 4,8,"Adventure, Action",N
Amazing,Divinity: Original Sin II,http://www.ign.com/articles/2017/09/21/divinity-original-sin-2-review,21-Sep-17,PC,9.6,RPG,Y
Great,Heat Signature,http://www.ign.com/articles/2017/09/21/heat-signature-review,21-Sep-17,PC,8,Action,N
Great,SteamWorld Dig 2,http://www.ign.com/articles/2017/09/21/steamworld-dig-2-review,21-Sep-17,PlayStation 4,8.8,Action,Y
Great,SteamWorld Dig 2,http://www.ign.com/articles/2017/09/21/steamworld-dig-2-review,21-Sep-17,PC,8.8,Action,Y
Great,Horizon: Zero Dawn -- The Frozen Wilds,http://www.ign.com/articles/2017/11/06/horizon-zero-dawn-the-frozen-wilds-review,6-Nov-17,PlayStation 4,8.8,RPG,N
Bad,Bubsy: The Woolies Strike Back,http://www.ign.com/articles/2017/11/03/bubsy-the-woolies-strike-back-review,3-Nov-17,PlayStation 4,4.5,Platformer,N
Mediocre,Super Lucky's Tale,http://www.ign.com/articles/2017/11/03/super-luckys-tale-review,3-Nov-17,PC,5,Platformer,N
Mediocre,Super Lucky's Tale,http://www.ign.com/articles/2017/11/03/super-luckys-tale-review,3-Nov-17,Xbox One,5,Platformer,N
Amazing,Wolfenstein 2: The New Colossus,http://www.ign.com/articles/2017/10/28/wolfenstein-2-the-new-colossus-review,28-Oct-17,PC,9.1,Shooter,Y
Amazing,Wolfenstein 2: The New Colossus,http://www.ign.com/articles/2017/10/28/wolfenstein-2-the-new-colossus-review,28-Oct-17,PlayStation 4,9.1,Shooter,Y
Amazing,Wolfenstein 2: The New Colossus,http://www.ign.com/articles/2017/10/28/wolfenstein-2-the-new-colossus-review,28-Oct-17,Xbox One,9.1,Shooter,Y
Great,Bomber Crew,http://www.ign.com/articles/2017/10/26/bomber-crew-review,26-Oct-17,PC,8.5,Simulation,N
Masterpiece,Super Mario Odyssey,http://www.ign.com/articles/2017/10/26/super-mario-odyssey-review,26-Oct-17,Nintendo Switch,10,Platformer,Y
Amazing,Assassin's Creed Origins,http://www.ign.com/articles/2017/10/26/assassins-creed-origins-review,26-Oct-17,PC,9,"Action, Adventure",Y
Amazing,Assassin's Creed Origins,http://www.ign.com/articles/2017/10/26/assassins-creed-origins-review,26-Oct-17,PlayStation 4,9,"Action, Adventure",Y
Amazing,Assassin's Creed Origins,http://www.ign.com/articles/2017/10/26/assassins-creed-origins-review,26-Oct-17,Xbox One,9,"Action, Adventure",Y
Mediocre,Overgrowth,http://www.ign.com/articles/2017/10/25/overgrowth-review,25-Oct-17,PC,5.7,Action,N
Great,Fire Emblem Warriors,http://www.ign.com/articles/2017/10/24/fire-emblem-warriors-review,24-Oct-17,Nintendo Switch,8,Action,N
Good,Life is Strange: Before the Storm -- Episode 2,http://www.ign.com/articles/2017/10/21/life-is-strange-before-the-storm-episode-2-brave-new-world-review,21-Oct-17,PC,7.8,Adventure,N
Bad,ELEX,http://www.ign.com/articles/2017/10/20/elex-review,20-Oct-17,PC,4.9,RPG,N
Mediocre,Raid: World War II,http://www.ign.com/articles/2017/10/18/raid-wwii-review,19-Oct-17,PlayStation 4,5,Shooter,N
Good,WWE 2K18,http://www.ign.com/articles/2017/10/17/wwe-2k18-review,17-Oct-17,PlayStation 4,7,Sports,N
Good,Gran Turismo Sport,http://www.ign.com/articles/2017/10/17/gran-turismo-sport-review,17-Oct-17,PlayStation 4,7.5,Racing,N
Great,A Hat in Time,http://www.ign.com/articles/2017/10/16/a-hat-in-time-review,16-Oct-17,PC,8,"Platformer, Adventure",N
Great,A Hat in Time,http://www.ign.com/articles/2017/10/16/a-hat-in-time-review,16-Oct-17,PlayStation 4,8,"Platformer, Adventure",N
Great,A Hat in Time,http://www.ign.com/articles/2017/10/16/a-hat-in-time-review,16-Oct-17,Xbox One,8,"Platformer, Adventure",N
Great,South Park: The Fractured But Whole,http://www.ign.com/articles/2017/10/16/south-park-the-fractured-but-whole-review,16-Oct-17,Xbox One,8.5,RPG,N
Great,South Park: The Fractured But Whole,http://www.ign.com/articles/2017/10/16/south-park-the-fractured-but-whole-review,16-Oct-17,PC,8.5,RPG,N
Great,South Park: The Fractured But Whole,http://www.ign.com/articles/2017/10/16/south-park-the-fractured-but-whole-review,16-Oct-17,PlayStation 4,8.5,RPG,N
Mediocre,The Sims 4,http://www.ign.com/articles/2017/11/20/the-sims-4-xbox-one-and-playstation-4-review,20-Nov-17,Xbox One,5.5,Simulation,N
Mediocre,The Sims 4,http://www.ign.com/articles/2017/11/20/the-sims-4-xbox-one-and-playstation-4-review,20-Nov-17,PlayStation 4,5.5,Simulation,N
Good,Batman: The Enemy Within -- Episode 3: Fractured Mask,http://www.ign.com/articles/2017/11/20/telltales-batman-the-enemy-within-episode-3-fractured-mask-review,20-Nov-17,PC,7,Adventure,N
Great,iPhone X,http://www.ign.com/articles/2017/11/17/iphone-x-review,18-Nov-17,iPhone,8.5,Hardware,N
Okay,Star Wars Battlefront II,http://www.ign.com/articles/2017/11/17/star-wars-battlefront-2-review,17-Nov-17,Xbox One,6.5,Shooter,N
Okay,Star Wars Battlefront II,http://www.ign.com/articles/2017/11/17/star-wars-battlefront-2-review,17-Nov-17,PC,6.5,Shooter,N
Okay,Star Wars Battlefront II,http://www.ign.com/articles/2017/11/17/star-wars-battlefront-2-review,17-Nov-17,PlayStation 4,6.5,Shooter,N
Great,The Elder Scrolls V: Skyrim,http://www.ign.com/articles/2017/11/16/the-elder-scrolls-v-skyrim-for-switch-review,16-Nov-17,Nintendo Switch,8,RPG,N
Great,Animal Crossing: Pocket Camp,http://www.ign.com/articles/2017/11/15/animal-crossing-pocket-camp-review,15-Nov-17,iPhone,8,Simulation,N
Great,Ashes Cricket,http://www.ign.com/articles/2017/11/15/ashes-cricket-review,15-Nov-17,Xbox One,8,Sports,N
Great,Ashes Cricket,http://www.ign.com/articles/2017/11/15/ashes-cricket-review,15-Nov-17,PlayStation 4,8,Sports,N
Amazing,Pokemon Ultra Sun Version,http://www.ign.com/articles/2017/11/14/pokemon-ultra-sun-and-ultra-moon-review,14-Nov-17,Nintendo 3DS,9,RPG,Y
Amazing,Pokemon Ultra Moon Version,http://www.ign.com/articles/2017/11/14/pokemon-ultra-sun-and-ultra-moon-review,14-Nov-17,Nintendo 3DS,9,RPG,Y
Great,LEGO Marvel Super Heroes 2,http://www.ign.com/articles/2017/11/14/lego-marvel-superheroes-2-review,14-Nov-17,PlayStation 4,8,Action,N
Okay,Sonic Forces,http://www.ign.com/articles/2017/11/11/sonic-forces-review,11-Nov-17,PlayStation 4,6.9,Platformer,N
Great,Doom,http://www.ign.com/articles/2017/11/09/doom-for-switch-review,10-Nov-17,Nintendo Switch,8.5,Shooter,N
Good,Marvel's Guardians of the Galaxy -- Episode 5: Don't Stop Believin',http://www.ign.com/articles/2017/11/10/marvels-guardians-of-the-galaxy-the-telltale-series-episode-5-dont-stop-believin-review,10-Nov-17,PC,7.2,Adventure,N
Great,Call of Duty: WWII,http://www.ign.com/articles/2017/11/07/call-of-duty-ww2-review,8-Nov-17,PlayStation 4,8,Shooter,N
Great,Call of Duty: WWII,http://www.ign.com/articles/2017/11/07/call-of-duty-ww2-review,8-Nov-17,PC,8,Shooter,N
Great,Call of Duty: WWII,http://www.ign.com/articles/2017/11/07/call-of-duty-ww2-review,8-Nov-17,Xbox One,8,Shooter,N
Amazing,Xbox One X,http://www.ign.com/articles/2017/11/07/xbox-one-x-review,8-Nov-17,Xbox One,9,Hardware,Y
Good,WRC 7,http://www.ign.com/articles/2017/11/08/wrc-7-review,8-Nov-17,PlayStation 4,7.3,Racing,N
Good,WRC 7,http://www.ign.com/articles/2017/11/08/wrc-7-review,8-Nov-17,Xbox One,7.3,Racing,N
Great,Hand of Fate 2,http://www.ign.com/articles/2017/11/08/hand-of-fate-2-review,8-Nov-17,PC,8,"Card, Battle",N
Mediocre,Need for Speed Payback,http://www.ign.com/articles/2017/11/06/need-for-speed-payback-review,7-Nov-17,Xbox One,5.9,Racing,N
Amazing,Opus Magnum,http://www.ign.com/articles/2017/12/13/opus-magnum-review,14-Dec-17,PC,9.5,Puzzle,Y
Good,Battlestar Galactica Deadlock,http://www.ign.com/articles/2017/12/13/battlestar-galactica-deadlock-review-2,13-Dec-17,PlayStation 4,7.8,Action,N
Good,The Legend of Zelda: Breath of the Wild -- Expansion Pass DLC #2 -- The Champions' Ballad,http://www.ign.com/articles/2017/12/12/the-legend-of-zelda-breath-of-the-wild-the-champions-ballad-dlc-review,12-Dec-17,Nintendo Switch,7.8,Adventure,N
Bad,Hello Neighbor,http://www.ign.com/articles/2017/12/12/hello-neighbor-review,12-Dec-17,PC,4.1,Action,N
Mediocre,Destiny 2 – Expansion I: Curse of Osiris,http://www.ign.com/articles/2017/12/10/destiny-2-curse-of-osiris-review,10-Dec-17,PC,5.5,Shooter,N
Mediocre,Destiny 2 – Expansion I: Curse of Osiris,http://www.ign.com/articles/2017/12/10/destiny-2-curse-of-osiris-review,10-Dec-17,Xbox One,5.5,Shooter,N
Mediocre,Destiny 2 – Expansion I: Curse of Osiris,http://www.ign.com/articles/2017/12/10/destiny-2-curse-of-osiris-review,10-Dec-17,PlayStation 4,5.5,Shooter,N
Awful,WWE 2K18,http://www.ign.com/articles/2017/12/09/wwe-2k18-for-switch-review,9-Dec-17,Nintendo Switch,3.8,Sports,N
Good,Nine Parchments,http://www.ign.com/articles/2017/12/08/nine-parchments-review,8-Dec-17,Nintendo Switch,7,Shooter,N
Good,Nine Parchments,http://www.ign.com/articles/2017/12/08/nine-parchments-review,8-Dec-17,PC,7,Shooter,N
Amazing,Rocket League,http://www.ign.com/articles/2017/12/05/rocket-league-review,6-Dec-17,Nintendo Switch,9.3,Sports,Y
Amazing,Rocket League,http://www.ign.com/articles/2017/12/05/rocket-league-review,6-Dec-17,PC,9.3,Sports,Y
Amazing,Rocket League,http://www.ign.com/articles/2017/12/05/rocket-league-review,6-Dec-17,PlayStation 4,9.3,Sports,Y
Amazing,Rocket League,http://www.ign.com/articles/2017/12/05/rocket-league-review,6-Dec-17,Xbox One,9.3,Sports,Y
Great,Doom VFR,http://www.ign.com/articles/2017/12/05/doom-vfr-review,6-Dec-17,PC,8,Shooter,N
